,protein,mean_orig,mean_ko,diff,p_value
3294,TKT,-0.0007168644,-0.029130688,-0.028413823,0.7633097842870977
3295,FOSL2,0.1129738,0.0845838,-0.028390005,0.7402003455855553
3296,TRAP1,-0.009112759,-0.037452694,-0.028339935,0.75873018432766
3297,SYVN1,0.014976363,-0.013181085,-0.028157447,0.7733818496702008
3298,DPP7,0.030718481,0.0027359943,-0.027982486,0.7577310410831569
3299,SLC30A9,0.0009553086,-0.02678706,-0.027742367,0.7657743648375716
3300,MAOB,0.035466254,0.0077608526,-0.027705401,0.7570176601966725
3301,TECR,0.093011335,0.065545656,-0.027465679,0.7419177112610151
3302,RMDN1,0.15293293,0.125664,-0.027268931,0.7784458671110448
3303,SF1,-0.09874,-0.12600793,-0.027267933,0.7653333798756707
3304,WDR89,-0.048908137,-0.076153085,-0.027244948,0.7312531976530081
3305,TNRC6B,0.039236635,0.012038764,-0.027197871,0.7530692222924811
3306,SLC25A24,0.15232389,0.1255089,-0.026814982,0.7522197199652734
3307,PRKACA,0.057303786,0.03057743,-0.026726356,0.7521586303157471
3308,ME1,0.06865165,0.04203322,-0.026618425,0.7694572397151078
3309,CELSR1,-0.009379042,-0.03598395,-0.026604908,0.7539220313678072
3310,USP37,-0.01397722,-0.040482737,-0.026505517,0.7605124910597443
3311,RPL13,0.0464913,0.020018155,-0.026473144,0.7845566717956198
3312,SFT2D3,0.05138564,0.025039295,-0.026346346,0.7859439765435279
3313,PLEKHA6,0.101854794,0.07560754,-0.026247256,0.7823682446759052
3314,COMMD5,-0.06209367,-0.08832284,-0.02622917,0.7736446180186296
3315,HGFAC,-0.04280157,-0.06902479,-0.026223216,0.7734561441383587
3316,NKIRAS1,-0.004122791,-0.030220767,-0.026097976,0.7617161611613401
3317,MYO6,0.080145,0.054058876,-0.026086126,0.7641283549838023
3318,CD59,0.09514769,0.069124155,-0.026023537,0.7633200833952669
3319,SATB2,0.042670872,0.016702622,-0.02596825,0.7634591828442818
3320,LGR4,-0.08830385,-0.11403118,-0.025727332,0.7189390775257456
3321,TUBB4B,0.019849213,-0.005784304,-0.025633518,0.782383688157548
3322,RPAP3,0.08142573,0.05590531,-0.025520418,0.7683139126156052
3323,CCDC47,0.076551065,0.05108214,-0.025468923,0.762966912480516
3324,CTHRC1,0.000800862,-0.024469752,-0.025270615,0.7679010553116833
3325,MED20,-0.047501523,-0.07272037,-0.025218848,0.7808013203538827
3326,HCFC1,-0.08921927,-0.11420983,-0.024990559,0.7733983328949371
3327,SLC52A2,-0.01957496,-0.04456351,-0.024988549,0.7653925508162149
3328,ARPC4,0.09309122,0.0681501,-0.024941117,0.7920173171280029
3329,CYC1,0.0695636,0.04490113,-0.024662469,0.7820990408992662
3330,SF3A3,-0.091964416,-0.11631426,-0.024349846,0.7865560533209639
3331,DLAT,-0.036179274,-0.060237437,-0.024058163,0.7896200511792472
3332,CASP3,-0.06474841,-0.088763,-0.024014592,0.7647734251870756
3333,TMEM109,-0.009262306,-0.033220932,-0.023958627,0.7823998184376796
3334,HSD17B8,0.054723527,0.030811368,-0.02391216,0.8036742205257105
3335,CACTIN,-0.12759517,-0.1514407,-0.023845524,0.7775481307306557
3336,WDR36,-0.029201742,-0.05295751,-0.023755766,0.7961298808605299
3337,OGFOD1,-0.034834288,-0.058306124,-0.023471836,0.7913569476226685
3338,AFF1,-0.035514973,-0.05876188,-0.023246907,0.7934060487214019
3339,PTPRF,0.015711088,-0.0072529735,-0.02296406,0.7773207113383062
3340,RPL36,-0.009287017,-0.031989504,-0.022702485,0.8173124105310339
3341,ANO1,0.048256155,0.0255927,-0.022663455,0.7978594088123515
3342,BPGM,-0.018012108,-0.040673345,-0.022661237,0.8055237034189151
3343,NGRN,-0.006824091,-0.029473882,-0.022649791,0.7971307618056862
3344,EEA1,0.14664331,0.12399611,-0.022647202,0.8171970393370132
3345,MTRF1,0.019722434,-0.0028509232,-0.022573357,0.7963729733131567
3346,FOSL1,0.09464006,0.0721087,-0.02253136,0.808134438039168
3347,CWC25,-0.075190134,-0.09771305,-0.022522919,0.7972237628301188
3348,EMC8,0.089932136,0.06749731,-0.022434823,0.7952314651375546
3349,PROM2,-0.015202473,-0.03754059,-0.022338115,0.7942134595927451
3350,NUP58,-0.08794483,-0.11018174,-0.022236913,0.8074631643344328
3351,STIP1,-0.02167142,-0.04383758,-0.02216616,0.8235779117142005
3352,ZNF296,0.015249242,-0.006791896,-0.022041138,0.783136388208987
3353,SPATS2,0.027733365,0.0058457665,-0.021887599,0.8011131610996276
3354,ANKHD1,0.11608174,0.09470752,-0.021374218,0.8136088245462205
3355,CEMIP2,0.050701745,0.02952231,-0.021179436,0.813498704113711
3356,DOCK6,0.017347805,-0.0037371626,-0.021084968,0.8070484489897793
3357,TADA1,0.04206388,0.020979604,-0.021084277,0.8204040686897831
3358,SGO1,0.153212,0.1323766,-0.0208354,0.8171802090040978
3359,SAMD4B,0.026689306,0.005868349,-0.020820957,0.8239411611476093
3360,TUBB4A,-0.101592146,-0.122313865,-0.020721719,0.80387292308763
3361,TCF25,-0.032559756,-0.053200103,-0.020640347,0.8050740812062781
3362,GRPEL2,0.0050260066,-0.015565625,-0.020591632,0.8211823753371319
3363,COPS6,-0.04164267,-0.06208861,-0.02044594,0.8319228397650823
3364,CHPF,-0.05265362,-0.07298193,-0.020328313,0.8002789223491311
3365,KIF1A,-0.098393604,-0.11865311,-0.020259507,0.8120647183840422
3366,GTPBP4,0.046930972,0.026734909,-0.020196063,0.825948282119097
3367,MOCS3,-0.0628977,-0.083083704,-0.020186007,0.8167106371041556
3368,TADA3,-0.04278551,-0.06286479,-0.020079277,0.8035054123852856
3369,CDC42EP4,0.09336974,0.07330011,-0.020069629,0.8285590906879438
3370,CUL3,0.004450916,-0.015599107,-0.020050023,0.8265390253899765
3371,TFAP2A,0.0017130901,-0.018306855,-0.020019945,0.8116962405669181
3372,GOLGA5,0.08818244,0.06852923,-0.019653209,0.8272483316343171
3373,YME1L1,0.009422047,-0.010179805,-0.019601852,0.8257408049183831
3374,PTCD3,0.014261677,-0.005289415,-0.01955109,0.8246120105345597
3375,MAN2B2,0.09808907,0.07861321,-0.019475862,0.8470270018640453
3376,TRAPPC6B,0.017735053,-0.0017230194,-0.019458072,0.8181174556031382
3377,BCL2L2;BCL2L2-PABPN1,0.010659728,-0.008720805,-0.019380532,0.8283924340964461
3378,QTRT2,-0.1145075,-0.13383257,-0.019325078,0.8388215853841217
3379,PPIF,-0.02929755,-0.04860008,-0.019302532,0.8183099245167277
3380,COQ8A,-0.06625467,-0.085529,-0.019274332,0.8350590489463652
3381,ATP6V1B2,-0.022089595,-0.041295163,-0.019205568,0.8333331069277099
3382,PRUNE1,-0.015002392,-0.03393953,-0.018937137,0.8358484902899765
3383,CHTOP,0.021581246,0.0026486951,-0.018932551,0.8186557350681826
3384,PLSCR3,-0.0070005488,-0.025862643,-0.018862095,0.829774084013908
3385,SMIM11A,-0.087626666,-0.10647496,-0.018848293,0.8363726564216343
3386,TRABD,-0.056223672,-0.074995555,-0.018771883,0.8239397464276231
3387,RHOF,0.050676856,0.031934895,-0.018741962,0.8522232149794198
3388,RRM2,-0.1172763,-0.13599722,-0.018720917,0.8380447098924809
3389,NDUFB1,0.008834494,-0.009419717,-0.018254211,0.8400659785281925
3390,TPCN1,-0.026150603,-0.044400435,-0.018249832,0.8258462410849106
3391,B4GALT1,0.037239235,0.019645652,-0.017593583,0.8474466238769227
3392,DDX20,-0.08336023,-0.10092723,-0.017567001,0.850777702919333
3393,LVRN,-0.12240981,-0.13983433,-0.017424516,0.8348806059603826
3394,C19orf47,-0.046743516,-0.06416683,-0.017423313,0.850098979304253
3395,ACAD11,0.04119022,0.02377533,-0.017414888,0.8457115925234752
3396,CCT3,-0.07753633,-0.094791114,-0.017254785,0.8588031478886234
3397,NOTCH2,0.044354852,0.027140712,-0.01721414,0.8383865938148656
3398,NADSYN1,-0.07464208,-0.09180778,-0.017165706,0.8459213805709275
3399,DOCK7,0.03649136,0.019570308,-0.016921053,0.8529121679541418
3400,EPCAM,0.040654253,0.023766115,-0.016888138,0.8614878127311406
3401,RSRC1,-0.037465233,-0.054313403,-0.01684817,0.8475755468136328
3402,RNF220,-0.13472207,-0.15140116,-0.016679093,0.85957117507223
3403,PDXDC1,0.046261877,0.02982679,-0.016435087,0.8708511840470813
3404,RPS3,0.0017389818,-0.014688005,-0.016426986,0.8711343892872537
3405,DAGLB,0.064685315,0.04829048,-0.016394835,0.8553386402107804
3406,KRI1,-0.10307786,-0.11934578,-0.016267918,0.8572586036850592
3407,SH3PXD2B,-0.060656793,-0.07685204,-0.016195245,0.8503948885904045
3408,GLRX5,0.040227257,0.024340017,-0.01588724,0.8562844078669535
3409,SRGAP2,0.020403063,0.004647682,-0.015755381,0.8632858500518981
3410,ARMC10,0.048812717,0.033080105,-0.015732612,0.856833800541401
3411,HMGN1,-0.029807037,-0.045473937,-0.0156669,0.860705495001012
3412,CCT7,-0.0705374,-0.08605642,-0.0155190155,0.8750402941223725
3413,NDUFB10,-0.015603461,-0.031083917,-0.015480456,0.8599787976233987
3414,ZZZ3,-0.018546328,-0.03399785,-0.015451521,0.8555915098677843
3415,PRMT3,0.11081597,0.095529884,-0.015286088,0.8701800274348503
3416,TANK,0.04534533,0.030154793,-0.015190536,0.8646763624069624
3417,SNAP25,-0.032713417,-0.04786096,-0.015147544,0.8535142384358041
3418,MRPL39,0.04946109,0.034415852,-0.015045237,0.8539492222802526
3419,KLHDC4,0.025603058,0.010608626,-0.014994432,0.8702847156999709
3420,AGAP3,-0.03283148,-0.047619004,-0.014787525,0.8641380122215048
3421,RTRAF,-0.06017529,-0.07494242,-0.014767129,0.8706629834811047
3422,SDHB,0.027741533,0.013058619,-0.014682914,0.8569125710485263
3423,JUP,0.07000275,0.05536164,-0.01464111,0.8806719570386455
3424,HSP90B1,0.009941853,-0.004660364,-0.014602216,0.8566182144138725
3425,KANK1,-0.09059294,-0.10516692,-0.014573976,0.85939672505167
3426,TRPT1,0.019577116,0.005013275,-0.014563841,0.8615035526518877
3427,EIF5A,-0.0991424,-0.11368689,-0.014544487,0.8797436386412667
3428,CALB2,-0.06336371,-0.077884406,-0.014520697,0.8511992744114438
3429,GIT2,-0.09803483,-0.11240585,-0.014371023,0.8612518172029602
3430,PHB,0.038787894,0.02459833,-0.014189564,0.8726752462436572
3431,CBR1,0.007973436,-0.006138128,-0.0141115645,0.8820851870609621
3432,RBIS,0.032492474,0.018506391,-0.013986083,0.874746378034578
3433,CDKL5,-0.09273524,-0.106644414,-0.013909176,0.8740374113519895
3434,DARS2,0.06715855,0.053522434,-0.013636116,0.8698255086664375
3435,TONSL,-0.039191496,-0.052817862,-0.013626367,0.8832878203545989
3436,TAF5,-0.076539814,-0.0899576,-0.013417788,0.8750623712082126
3437,RAMAC,-0.04911199,-0.062460516,-0.013348527,0.8622176348068817
3438,RBSN,0.019614382,0.0063582878,-0.0132560935,0.8800153117537101
3439,HPCAL1,-0.031169342,-0.04435464,-0.013185298,0.8824599351414064
3440,HMGA2,0.05798986,0.044868294,-0.013121568,0.8841352027454565
3441,RAB10,0.087535664,0.074420266,-0.013115399,0.8881491294175103
3442,ERO1B,0.12784483,0.11481795,-0.013026878,0.8909400597446738
3443,WDPCP,0.14010338,0.12708646,-0.013016924,0.8879075523308939
3444,PMPCB,-0.11138401,-0.12435415,-0.012970135,0.8860482196444313
3445,SELENBP1,0.052756622,0.039857127,-0.012899496,0.8849058807703742
3446,SIRT2,0.07021996,0.05735111,-0.012868848,0.887865594572584
3447,MGAT4B,0.042792346,0.029923573,-0.012868773,0.8853022903592973
3448,PSPH,-0.030541586,-0.043384,-0.012842415,0.8915680882475023
3449,C12orf45,-0.037900403,-0.05067964,-0.012779236,0.8935514829795501
3450,ESF1,0.0021651117,-0.010486684,-0.0126517955,0.8937044989014663
3451,ERCC5,-0.051319595,-0.06377789,-0.012458291,0.8826246632130557
3452,RUVBL2,-0.14617409,-0.15848126,-0.012307167,0.8914680721423793
3453,CUL4A,0.03981187,0.027513683,-0.012298185,0.8897191538047027
3454,CIAO1,-0.014729094,-0.026971295,-0.012242202,0.889552293160057
3455,SCARF2,0.1296522,0.11746007,-0.01219213,0.8977087210953283
3456,VPS41,-0.12509438,-0.13724528,-0.012150899,0.8882110491831813
3457,CCT2,-0.06350269,-0.075576395,-0.012073703,0.9016029017467151
3458,TXN,0.0112200165,-0.00076785433,-0.011987871,0.8965269540552856
3459,NLRX1,0.02645152,0.014527897,-0.011923623,0.8946244633002933
3460,WDR13,0.14362778,0.13172424,-0.011903539,0.8922120962272896
3461,RRM2B,0.07083801,0.0589513,-0.011886712,0.8956650024370656
3462,DCC,-0.13601911,-0.14779426,-0.011775151,0.8831478863830149
3463,RACK1,0.0063508768,-0.005404119,-0.011754995,0.9098504109371817
3464,KRT73,0.18941057,0.17782576,-0.011584803,0.8965525833926346
3465,CDKN2AIPNL,0.094578825,0.08321186,-0.011366963,0.8993733107820825
3466,TMEM132A,-0.0039386847,-0.015125845,-0.01118716,0.9042848051939026
3467,CDH13,0.029078495,0.017893959,-0.011184536,0.9007992618015012
3468,DDX28,0.0122057935,0.0011016943,-0.011104099,0.8914801031402251
3469,AHSA1,-0.090677656,-0.10163071,-0.010953054,0.8991708091362114
3470,JADE2,-0.05710737,-0.06798026,-0.010872889,0.9000525504022067
3471,MZT1,0.06325862,0.052430756,-0.010827862,0.9109545777613306
3472,BSPRY,0.01571835,0.0050589633,-0.010659387,0.9127104301126677
3473,AGK,-0.10659042,-0.11724641,-0.010655992,0.900958182920958
3474,ELF1,-0.011674058,-0.022287581,-0.010613523,0.9036279326345215
3475,EIF2B2,-0.06252916,-0.07304545,-0.010516286,0.8962763916846367
3476,FANCD2,-0.14330137,-0.15381698,-0.010515615,0.8874815770407181
3477,CSTF3,-0.02485429,-0.035307415,-0.010453125,0.9139827670454136
3478,PARG,-0.087852344,-0.09811912,-0.010266773,0.9024832171223157
3479,COL6A2,0.025965437,0.015757717,-0.01020772,0.9074833301141159
3480,PRR14,-0.033697166,-0.04383255,-0.010135386,0.9082081521801377
3481,GHRH,-0.08526363,-0.095382914,-0.010119282,0.9022555469274436
3482,UBAP2L,-0.008267608,-0.018386269,-0.010118661,0.9164147908688884
3483,PSMG1,-0.10690628,-0.116980314,-0.010074034,0.9109628136799044
3484,FANCI,0.0068269134,-0.0032170985,-0.010044012,0.9092486099226476
3485,CPNE8,-0.17107832,-0.18109559,-0.010017261,0.907712395877463
3486,CXADR,0.041925576,0.031952076,-0.0099735,0.9081422202649474
3487,TIMM9,-0.021150498,-0.0310068,-0.009856302,0.9131086280322249
3488,GIGYF2,0.06424092,0.054537404,-0.009703513,0.9092240903419917
3489,GPR35,0.011429793,0.0017409906,-0.009688803,0.9091561383943916
3490,CCT4,-0.060758155,-0.070399255,-0.0096411,0.9218514744169326
3491,SCO1,0.037976537,0.028384155,-0.009592382,0.9159115429600402
3492,SURF4,0.0064400607,-0.0031315575,-0.009571618,0.9098707363699323
3493,ATL3,0.14281656,0.1334176,-0.009398952,0.9155738672189901
3494,DDT,0.021961836,0.01272179,-0.009240046,0.920865670582065
3495,MYO3B,0.019334236,0.010222952,-0.009111284,0.9188883157000107
3496,AGPS,0.074073315,0.06504613,-0.009027183,0.9154856968709524
3497,DCXR,0.03721721,0.028489372,-0.008727839,0.9252952827285235
3498,RPL29,0.07835422,0.06967206,-0.008682154,0.9231090289860128
3499,SUOX,-0.076097,-0.08475106,-0.008654065,0.9247106441530356
3500,NSMCE4A,-0.13748808,-0.146113,-0.008624911,0.9236748280704763
3501,ARIH2,-0.042314075,-0.0507546,-0.008440524,0.9250307629107004
3502,RAB2B,-0.07455863,-0.08291442,-0.008355789,0.9234781860448633
3503,RPP14,0.052943796,0.044688124,-0.008255672,0.9235234838068886
3504,CDC34,0.025861276,0.017613593,-0.008247683,0.9247310500316023
3505,RBBP4,-0.16505219,-0.17324305,-0.008190855,0.9252142181465964
3506,ANKS6,-0.055174027,-0.06332521,-0.008151185,0.9282216475448342
3507,ZFYVE1,-0.00337463,-0.011330898,-0.007956268,0.9253482054148991
3508,DCD,0.07160092,0.06369036,-0.007910565,0.9284185461832754
3509,PTP4A2,0.0032923408,-0.004532907,-0.007825248,0.9277692829099231
3510,NDUFS6,0.0768305,0.069098294,-0.007732205,0.9283586844371421
3511,SPTY2D1,0.14849369,0.14095707,-0.00753662,0.9315059448779381
3512,IKBKG,0.016223233,0.008739476,-0.007483757,0.9322007898627878
3513,TM9SF3,0.14448003,0.13705552,-0.0074245185,0.9354422796856574
3514,TPM1,0.094769634,0.08750483,-0.007264808,0.9409714390403888
3515,FAM107B,-0.055798233,-0.063036345,-0.0072381124,0.9329921032005513
3516,SCML2,-0.11899489,-0.12622325,-0.0072283596,0.9368446328925422
3517,CRAT,0.047211897,0.040186286,-0.0070256107,0.9424737305663835
3518,TALDO1,0.059316944,0.052306075,-0.0070108697,0.9373077054007848
3519,ENPP4,-0.02124998,-0.02818623,-0.0069362503,0.9320146409532504
3520,RPL14,0.004918048,-0.0019789434,-0.0068969913,0.946644109955448
3521,P3H3,0.044075947,0.037259217,-0.00681673,0.939897145719884
3522,MRPL24,0.070566155,0.06376759,-0.0067985654,0.9401034525291927
3523,TBCE,0.021639079,0.0152538065,-0.0063852724,0.9412746887150818
3524,NFIB,-0.11373795,-0.12010418,-0.0063662305,0.943819977518676
3525,RB1,-0.1409005,-0.14713123,-0.0062307417,0.9404731691005146
3526,MPDZ,0.038286082,0.032135855,-0.006150227,0.9441761560891746
3527,IMP4,-0.060817618,-0.06694513,-0.00612751,0.9460220676386641
3528,SHOC2,-0.0051649613,-0.011272417,-0.006107456,0.9443253765099398
3529,NOP14,-0.053948585,-0.059749756,-0.005801171,0.947576026816982
3530,NT5C2,0.00058175996,-0.005212895,-0.005794655,0.9468748820747623
3531,NTPCR,-0.010447713,-0.016234143,-0.00578643,0.9535157789845278
3532,ELMO2,-0.022062501,-0.027805466,-0.0057429653,0.952276246337102
3533,PISD,-0.0065644886,-0.0121118985,-0.00554741,0.9472703140312166
3534,IFT74,-0.007958128,-0.013465206,-0.005507078,0.9501162174259459
3535,ARNT,0.071738355,0.06624531,-0.005493045,0.9556150879634911
3536,CTSS,-0.0080019375,-0.013442754,-0.0054408163,0.9511738623196061
3537,HACL1,0.02134484,0.016017428,-0.005327413,0.9496602100358671
3538,CLIP1,0.18002558,0.17470513,-0.0053204447,0.9485581706519581
3539,JAGN1,-0.043281075,-0.048437845,-0.0051567703,0.9541769426461371
3540,SORBS1,0.0018920751,-0.0032258686,-0.0051179435,0.9489028762774567
3541,AAR2,-0.021551646,-0.026608344,-0.005056698,0.952087544464453
3542,DHX34,-0.051141836,-0.056189936,-0.0050481,0.955039696507339
3543,S100A14,0.03266794,0.0276614,-0.0050065387,0.9581533737706466
3544,INIP,0.004665435,-0.0002702681,-0.004935703,0.9553220341677229
3545,GCG,0.031153144,0.026307194,-0.0048459508,0.9572843805529954
3546,FAM83D,0.10728803,0.10247391,-0.0048141256,0.959565555861265
3547,RPL27A,0.035391457,0.03072797,-0.004663488,0.9625440454818117
3548,GGCT,-0.08023306,-0.08485624,-0.004623182,0.9595007346231784
3549,CSDE1,-0.009941166,-0.014408001,-0.0044668345,0.9661847908791248
3550,MCM6,-0.08785984,-0.092248276,-0.0043884367,0.9616243884132383
3551,CCDC22,0.05531149,0.05096224,-0.0043492503,0.9596317088938968
3552,CAPG,0.006896177,0.0026294102,-0.004266767,0.9616518702513512
3553,PPP1R9B,0.11446458,0.110251024,-0.0042135566,0.9589628663638353
3554,SERPINB5,-0.013496653,-0.017704943,-0.00420829,0.9648943412994844
3555,METTL16,-0.07656377,-0.08070625,-0.0041424856,0.9613850197178777
3556,WASHC2A,-0.025609381,-0.029729461,-0.00412008,0.9624622581728003
3557,WNK1,0.043186355,0.039112378,-0.0040739775,0.9634365968566376
3558,SDC1,0.05418219,0.05017889,-0.0040033013,0.9649462334119818
3559,MMP27,-0.053585224,-0.05755683,-0.0039716065,0.965290227876298
3560,YIPF5,0.11795349,0.114007875,-0.0039456114,0.9658333554120279
3561,CD151,0.17708354,0.17316405,-0.003919482,0.965110492505785
3562,CBL,0.03363602,0.029809091,-0.0038269274,0.9659046714994928
3563,GSDMD,-0.004863718,-0.008680548,-0.0038168295,0.9644770892911949
3564,PDLIM7,0.084375806,0.080567256,-0.0038085505,0.9677983200170412
3565,NIP7,0.026762363,0.02296828,-0.0037940834,0.9688521562206546
3566,DGKZ,0.008514293,0.004912149,-0.0036021434,0.9670848554373247
3567,MKKS,0.07914449,0.07560717,-0.0035373196,0.9667239397552092
3568,ASCL3,0.11335907,0.109874174,-0.0034848973,0.968600638394378
3569,RBM33,-0.1282832,-0.13176265,-0.003479451,0.9695419399161164
3570,CPNE1,-0.0076241186,-0.011093529,-0.0034694104,0.9691519291216366
3571,SSNA1,-0.017099008,-0.020522742,-0.0034237336,0.9665066406623724
3572,ZNF280C,-0.104386196,-0.10774632,-0.0033601224,0.9720672402721173
3573,SCAMP4,0.09966644,0.096401654,-0.0032647848,0.9718330897486329
3574,GGACT,-0.089816205,-0.09300314,-0.0031869337,0.9692286490918046
3575,RPL6,0.048484378,0.0453408,-0.0031435788,0.9749533808662958
3576,KIF18A,-0.04128811,-0.044403207,-0.0031150952,0.9707778871095014
3577,GRHL2,-0.022673188,-0.02573681,-0.0030636229,0.9729594342721135
3578,TAX1BP1,0.11197755,0.1089995,-0.0029780492,0.9738784859255154
3579,DNAJC15,-0.024138099,-0.0270954,-0.0029573012,0.9741829578875443
3580,PDCD2,0.06620384,0.0633102,-0.0028936416,0.9745941798658357
3581,GLTP,-0.019506032,-0.022322616,-0.002816584,0.9751641936578213
3582,EIF4A1,-0.014836803,-0.017637465,-0.002800662,0.978679504004482
3583,CSNK2B,-0.11921387,-0.12196895,-0.0027550757,0.9776467604378101
3584,MED14,-0.019258292,-0.021896277,-0.0026379842,0.9752350336727388
3585,DBH,-0.0407315,-0.043299254,-0.0025677532,0.9758767382319988
3586,NCL,-0.029471999,-0.032015663,-0.0025436636,0.9780468659241474
3587,PTRH1,0.08583378,0.083299614,-0.002534166,0.9773148092539197
3588,TIMM22,0.011059791,0.008700342,-0.002359449,0.9771270497160064
3589,HAUS8,0.054456968,0.052172117,-0.002284851,0.9794503807294468
3590,AFG3L2,-0.029000374,-0.031282354,-0.0022819806,0.980287367817362
3591,RAB11FIP1,0.05006554,0.047868323,-0.0021972172,0.9809821655192019
3592,PLAA,-0.088419154,-0.0905103,-0.002091147,0.9810046718281743
3593,MFSD6,0.08876385,0.08692998,-0.001833871,0.9850105328490558
3594,PDCD10,-0.017043551,-0.018825768,-0.0017822161,0.9844377356027652
3595,BLVRA,0.017543964,0.015970355,-0.0015736092,0.9861839899456333
3596,ABI1,0.088151924,0.08689403,-0.0012578964,0.988498205794945
3597,TMEM59,0.081841774,0.080689095,-0.0011526793,0.9890349345575615
